State,CityName,UniqueID,CityFIPS,TractFIPS,ObesityScore,Lat,Lon,WalkScore
TX,Dallas,4819000-48113013005,4819000,48113013005,22.3,32.87488554,-96.70491936,58
TX,San Antonio,4865000-48029180603,4865000,48029180603,34.3,29.48489968,-98.58386359,55
TX,Sugar Land,4870808-48157674200,4870808,48157674200,20.1,29.57150292,-95.62147334,3
TX,Midland,4848072-48329000600,4848072,48329000600,30.1,32.00973336,-102.0889443,33
TX,Garland,4829000-48113019027,4829000,48113019027,26.2,32.95700163,-96.6483399,22
TX,Austin,4805000-48453002108,4805000,48453002108,35.2,30.29731067,-97.66912534,3
TX,Brownsville,4810768-48061012504,4810768,48061012504,36.4,25.96027578,-97.52638715,3
TX,Arlington,4804000-48439122200,4804000,48439122200,41.4,32.74035502,-97.10818869,72
TX,San Antonio,4865000-48029180604,4865000,48029180604,32.5,29.48122272,-98.57070822,30
TX,Plano,4858016-48085032012,4858016,48085032012,33.3,33.03601426,-96.68947664,59
TX,Odessa,4853388-48135000700,4853388,48135000700,37.1,31.87354467,-102.3909174,53
TX,Arlington,4804000-48439111404,4804000,48439111404,30.7,32.65559044,-97.20961418,17
TX,Longview,4843888-48183000900,4843888,48183000900,37,32.49752668,-94.78603135,13
TX,San Antonio,4865000-48029170600,4865000,48029170600,37.9,29.4519548,-98.55005074,76
TX,El Paso,4824000-48141004105,4824000,48141004105,41.8,31.74136156,-106.348603,43
TX,San Antonio,4865000-48029171925,4865000,48029171925,29.2,29.46909515,-98.66201438,14
TX,Fort Worth,4827000-48439105203,4827000,48439105203,31.3,32.7207308,-97.4680894,69
TX,Laredo,4841464-48479001105,4841464,48479001105,40.4,27.52114368,-99.45976318,34
TX,Houston,4835000-48201251401,4835000,48201251401,25.7,30.08088665,-95.19125042,10
TX,San Antonio,4865000-48029191702,4865000,48029191702,23.9,29.59679571,-98.50039314,5
TX,Wichita Falls,4879000-48485011200,4879000,48485011200,42.5,33.93152637,-98.48540818,1
TX,Beaumont,4807000-48245001900,4807000,48245001900,43,30.06427693,-94.09706348,42
TX,San Antonio,4865000-48029181730,4865000,48029181730,30.2,29.49289851,-98.67031236,37
TX,Laredo,4841464-48479001709,4841464,48479001709,33.2,27.56376422,-99.48671477,19
TX,Corpus Christi,4817000-48355001701,4817000,48355001701,44.3,27.75367548,-97.44540498,47
TX,San Antonio,4865000-48029181001,4865000,48029181001,32.9,29.51389118,-98.54169836,59
TX,Austin,4805000-48453001100,4805000,48453001100,21.8,30.26629505,-97.74243605,99
TX,Frisco,4827684-48085030407,4827684,48085030407,25,33.12749225,-96.83408629,23
TX,Tyler,4874144-48423001200,4874144,48423001200,27.2,32.32471507,-95.27572647,26
TX,Waco,4876000-48309001400,4876000,48309001400,43.9,31.58833333,-97.13289452,3
TX,Houston,4835000-48201310300,4835000,48201310300,33.3,29.73645599,-95.33597466,79
TX,Garland,4829000-48113019026,4829000,48113019026,27,32.937888,-96.63923298,62
TX,San Antonio,4865000-48029130401,4865000,48029130401,41,29.40804167,-98.4543969,40
TX,Houston,4835000-48201980100,4835000,48201980100,38,29.98886956,-95.34009592,34
TX,Abilene,4801000-48441012400,4801000,48441012400,29.6,32.40583071,-99.75147926,52
TX,Lubbock,4845000-48303000603,4845000,48303000603,27.1,33.58841504,-101.8663041,82
TX,Houston,4835000-48201312700,4835000,48201312700,39.9,29.7265569,-95.36789891,84
TX,El Paso,4824000-48141004309,4824000,48141004309,33,31.73979753,-106.3107473,44
TX,Austin,4805000-48453001812,4805000,48453001812,33.1,30.32967864,-97.69793457,63
TX,Dallas,4819000-48113006100,4819000,48113006100,39.2,32.69854505,-96.848567,25
TX,Dallas,4819000-48121021637,4819000,48121021637,32,32.9952976,-96.86058199,57
TX,Arlington,4804000-48439113104,4804000,48439113104,29,32.77783255,-97.08843977,32
TX,Dallas,4819000-48113010000,4819000,48113010000,35.9,32.81145546,-96.86185283,32
TX,Houston,4835000-48201454400,4835000,48201454400,28.7,29.74919401,-95.67229128,0
TX,Fort Worth,4827000-48439106516,4827000,48439106516,44.5,32.76390481,-97.22386723,25
TX,Austin,4805000-48453002109,4805000,48453002109,34.1,30.28150932,-97.69057306,41
TX,Houston,4835000-48201332200,4835000,48201332200,44.2,29.68053677,-95.33004299,37
TX,Austin,4805000-48453001756,4805000,48453001756,20.4,30.42614086,-97.76977263,36
TX,Houston,4835000-48201311000,4835000,48201311000,41.6,29.74513993,-95.29809421,68
TX,Austin,4805000-48453002500,4805000,48453002500,20.7,30.41663415,-97.75531414,41
TX,Dallas,4819000-48113013615,4819000,48113013615,36.7,32.93281993,-96.80828268,74
TX,Beaumont,4807000-48245011304,4807000,48245011304,40,30.00148766,-94.1166907,0
TX,Beaumont,4807000-48245002300,4807000,48245002300,44.6,30.04449914,-94.10592175,14
TX,Longview,4843888-48183000401,4843888,48183000401,31.6,32.55445498,-94.7523263,22
TX,Frisco,4827684-48085030522,4827684,48085030522,24.3,33.18170349,-96.7604333,25
TX,Houston,4835000-48201211900,4835000,48201211900,39.9,29.78381695,-95.29950976,45
TX,Frisco,4827684-48085030404,4827684,48085030404,25.3,33.1458787,-96.79399944,22
TX,Garland,4829000-48113018128,4829000,48113018128,33.6,32.8543363,-96.60601623,48
TX,Plano,4858016-48085031637,4858016,48085031637,21.6,33.07875716,-96.76102049,21
TX,San Antonio,4865000-48029121204,4865000,48029121204,31.2,29.52635048,-98.4207163,25
TX,Houston,4835000-48201221600,4835000,48201221600,37.1,29.8782174,-95.40239267,26
TX,El Paso,4824000-48141010312,4824000,48141010312,33.8,31.787115,-106.3127613,33
TX,Irving,4837000-48113014502,4837000,48113014502,35.5,32.82212729,-96.95705539,54
TX,Houston,4835000-48201510400,4835000,48201510400,25.1,29.78375084,-95.39259842,88
TX,McKinney,4845744-48085030528,4845744,48085030528,25.1,33.18335879,-96.67316652,6
TX,Beaumont,4807000-48245000306,4807000,48245000306,29,30.08648644,-94.16115107,24
TX,San Antonio,4865000-48029151200,4865000,48029151200,37,29.33816918,-98.54264684,27
TX,Plano,4858016-48085031611,4858016,48085031611,28.3,33.0486354,-96.70512252,38
TX,Mission,4848768-48215024109,4848768,48215024109,43,26.24996133,-98.32895433,9
TX,Dallas,4819000-48113001301,4819000,48113001301,24.1,32.80609191,-96.75279666,58
TX,Houston,4835000-48201332800,4835000,48201332800,39.8,29.69158939,-95.30744913,34
TX,Fort Worth,4827000-48121020308,4827000,48121020308,27.9,33.01594018,-97.32284141,0
TX,Waco,4876000-48309001000,4876000,48309001000,41.9,31.55619156,-97.15742688,50
TX,Midland,4848072-48329001400,4848072,48329001400,37.8,31.98097871,-102.0786647,68
TX,Houston,4835000-48201432701,4835000,48201432701,41,29.72755097,-95.49479839,60
TX,San Antonio,4865000-48029170200,4865000,48029170200,40.2,29.42166237,-98.52089337,78
TX,Dallas,4819000-48113002400,4819000,48113002400,38.3,32.79391085,-96.75733612,56
TX,Houston,4835000-48201310400,4835000,48201310400,40.9,29.75100834,-95.32951916,77
TX,Irving,4837000-48113014132,4837000,48113014132,26.8,32.94375999,-96.94806886,61
TX,Dallas,4819000-48113008705,4819000,48113008705,41.1,32.6864428,-96.77912147,24
TX,San Antonio,4865000-48029191817,4865000,48029191817,24.2,29.62950333,-98.47624367,8
TX,Dallas,4819000-48113000605,4819000,48113000605,23.5,32.81048218,-96.80716741,96
TX,San Antonio,4865000-48029181808,4865000,48029181808,30.9,29.53773522,-98.59796007,9
TX,Austin,4805000-48453001606,4805000,48453001606,40.3,30.30567349,-97.76082577,54
TX,Amarillo,4803000-48375010100,4803000,48375010100,31.1,35.18586106,-101.9100864,46
TX,Austin,4805000-48453001819,4805000,48453001819,32.4,30.36343113,-97.70265088,58
TX,Amarillo,4803000-48381021604,4803000,48381021604,25.5,35.16914592,-101.9291663,34
TX,Fort Worth,4827000-48439100602,4827000,48439100602,34.6,32.78149826,-97.43416117,1
TX,Irving,4837000-48113014405,4837000,48113014405,34.3,32.83164287,-96.98543402,67
TX,Austin,4805000-48453001844,4805000,48453001844,25.7,30.39595738,-97.70135246,49
TX,Plano,4858016-48085031631,4858016,48085031631,26.6,33.07750033,-96.71741589,17
TX,Denton,4819972-48121020506,4819972,48121020506,27.2,33.26116543,-97.0755741,0
TX,Richardson,4861796-48113019037,4861796,48113019037,25.4,32.96574843,-96.69007692,41
TX,Houston,4835000-48201320500,4835000,48201320500,36.9,29.69876507,-95.24531342,26
TX,San Antonio,4865000-48029171601,4865000,48029171601,39,29.41747283,-98.6179735,7
TX,Lewisville,4842508-48121021517,4842508,48121021517,21.2,33.06524439,-96.93140356,0
TX,Dallas,4819000-48113013610,4819000,48113013610,27.7,32.93225721,-96.77762581,37
TX,Austin,4805000-48453002201,4805000,48453002201,37.6,30.31596107,-97.65448143,27
TX,Houston,4835000-48201453501,4835000,48201453501,30.7,29.66414879,-95.58994633,27
TX,Houston,4835000-48201320200,4835000,48201320200,36.1,29.69547176,-95.26919292,27
TX,Laredo,4841464-48479001718,4841464,48479001718,31.3,27.55240919,-99.49693854,63
TX,Houston,4835000-48201331500,4835000,48201331500,38.3,29.62719081,-95.36910785,14
TX,San Antonio,4865000-48029181005,4865000,48029181005,36.6,29.50238128,-98.55408404,56
TX,Houston,4835000-48201233101,4835000,48201233101,38,29.78854365,-95.18520152,72
TX,Dallas,4819000-48121021632,4819000,48121021632,32.1,33.0111363,-96.84606204,64
TX,Plano,4858016-48085031634,4858016,48085031634,29.5,33.06103369,-96.72509138,28
TX,Austin,4805000-48453002426,4805000,48453002426,29.2,30.15482426,-97.75206864,15
TX,Houston,4835000-48201251300,4835000,48201251300,26.3,30.05609819,-95.19979907,19
TX,Frisco,4827684-48121021527,4827684,48121021527,24.5,33.15975385,-96.87601318,25
TX,Corpus Christi,4817000-48355000700,4817000,48355000700,42.5,27.80398771,-97.4639372,37
TX,Irving,4837000-48113014501,4837000,48113014501,28.9,32.83158698,-96.96778853,52
TX,Houston,4835000-48201431501,4835000,48201431501,23.1,29.75573084,-95.48123666,60
TX,Dallas,4819000-48085031716,4819000,48085031716,26.5,33.00205834,-96.80323804,52
TX,Fort Worth,4827000-48439101700,4827000,48439101700,51.6,32.75198322,-97.31145202,10
TX,Brownsville,4810768-48061013003,4810768,48061013003,37.8,25.9375336,-97.50423946,63
TX,Houston,4835000-48201452700,4835000,48201452700,30.7,29.69711689,-95.62860595,12
TX,San Antonio,4865000-48029191408,4865000,48029191408,30.6,29.54972188,-98.51497866,39
TX,Houston,4835000-48201331200,4835000,48201331200,48,29.66351735,-95.37052318,47
TX,Austin,4805000-48491020410,4805000,48491020410,28.3,30.43698383,-97.76161395,54
TX,Lubbock,4845000-48303000402,4845000,48303000402,30.1,33.58397425,-101.9311739,41
TX,Bryan,4810912-48041000400,4810912,48041000400,37,30.68301087,-96.35667212,18
TX,Dallas,4819000-48113019035,4819000,48113019035,37.1,32.91260788,-96.72590605,20
TX,Baytown,4806128-48201253700,4806128,48201253700,32,29.76363211,-94.97089575,41
TX,Irving,4837000-48113015306,4837000,48113015306,26.7,32.79124698,-96.98580247,5
TX,El Paso,4824000-48141001400,4824000,48141001400,36.1,31.79033508,-106.5224311,14
TX,Dallas,4819000-48113000406,4819000,48113000406,32.7,32.83568806,-96.85224206,47
TX,Fort Worth,4827000-48439104803,4827000,48439104803,38.8,32.69572191,-97.34602069,44
TX,Brownsville,4810768-48061012608,4810768,48061012608,36.8,25.95126808,-97.45661726,8
TX,San Antonio,4865000-48029171912,4865000,48029171912,28.2,29.47990414,-98.68725478,1
TX,San Antonio,4865000-48029191003,4865000,48029191003,34.3,29.50182375,-98.51997578,26
TX,Bryan,4810912-48041000202,4810912,48041000202,37.5,30.65125489,-96.41186818,8
TX,Dallas,4819000-48113007812,4819000,48113007812,22.6,32.88949125,-96.74653245,28
TX,El Paso,4824000-48141001203,4824000,48141001203,38.7,31.82340858,-106.562262,10
TX,San Antonio,4865000-48029121110,4865000,48029121110,27.5,29.5843744,-98.41461992,30
TX,Pharr,4857200-48215021702,4857200,48215021702,36.4,26.22446258,-98.17106242,31
TX,Houston,4835000-48201331700,4835000,48201331700,43.9,29.64335868,-95.33275127,21
TX,Houston,4835000-48201550402,4835000,48201550402,34.3,29.9677402,-95.42914337,42
TX,Odessa,4853388-48135002502,4853388,48135002502,31.7,31.90182612,-102.3642393,10
TX,Plano,4858016-48085032008,4858016,48085032008,27.6,33.04264102,-96.67404877,20
TX,Irving,4837000-48113014703,4837000,48113014703,37.9,32.81879239,-96.92996612,39
TX,Dallas,4819000-48113019034,4819000,48113019034,33.4,32.92031599,-96.72709279,32
TX,San Antonio,4865000-48029141102,4865000,48029141102,38.1,29.36269571,-98.44534419,61
TX,Houston,4835000-48157670102,4835000,48157670102,38.7,29.58453789,-95.46389084,31
TX,San Antonio,4865000-48029191503,4865000,48029191503,24.4,29.57470455,-98.57328627,59
TX,Pearland,4856348-48157670700,4856348,48157670700,26.7,29.56324159,-95.43371606,2
TX,Beaumont,4807000-48245011700,4807000,48245011700,42.9,30.08439287,-94.10394509,66
TX,Wichita Falls,4879000-48485012000,4879000,48485012000,26.7,33.86720452,-98.52677875,60
TX,Houston,4835000-48201531700,4835000,48201531700,25.6,29.8357786,-95.43576138,49
TX,Wichita Falls,4879000-48485011900,4879000,48485011900,27.6,33.87703724,-98.51141562,25
TX,Houston,4835000-48157670601,4835000,48157670601,39.1,29.58794435,-95.51169263,5
TX,Plano,4858016-48121021627,4858016,48121021627,23.8,33.04115375,-96.84958583,12
TX,Odessa,4853388-48135000500,4853388,48135000500,35.5,31.89132019,-102.3788683,53
TX,McKinney,4845744-48085030601,4845744,48085030601,25.5,33.17418269,-96.6536935,32
TX,Austin,4805000-48453000206,4805000,48453000206,21.6,30.32615357,-97.74351529,79
TX,Fort Worth,4827000-48439110806,4827000,48439110806,28.3,32.75456154,-97.51831697,3
TX,San Antonio,4865000-48029181602,4865000,48029181602,36,29.45792515,-98.61403727,14
TX,Dallas,4819000-48085031717,4819000,48085031717,25.6,33.00618838,-96.79899382,56
TX,San Antonio,4865000-48029181901,4865000,48029181901,24,29.60203281,-98.61484309,29
TX,Round Rock,4863500-48491021505,4863500,48491021505,36.1,30.52848816,-97.6614807,23
TX,Houston,4835000-48201421401,4835000,48201421401,40.3,29.71444304,-95.49251104,71
TX,San Antonio,4865000-48029151500,4865000,48029151500,35.9,29.3525982,-98.49232567,66
TX,El Paso,4824000-48141002100,4824000,48141002100,46.6,31.76550506,-106.4748001,78
TX,Beaumont,4807000-48245000500,4807000,48245000500,38.2,30.10883621,-94.13197204,38
TX,Pasadena,4856000-48201323100,4856000,48201323100,39.9,29.68842538,-95.16937431,60
TX,Corpus Christi,4817000-48355003101,4817000,48355003101,35.1,27.62777068,-97.27501643,0
TX,Plano,4858016-48085031645,4858016,48085031645,21.8,33.050698,-96.83648894,57
TX,Amarillo,4803000-48381021605,4803000,48381021605,28,35.15419356,-101.911108,19
TX,Lewisville,4842508-48121021736,4842508,48121021736,24.6,33.00051107,-96.9879614,31
TX,Denton,4819972-48121021000,4819972,48121021000,24.6,33.20557336,-97.14686383,60
TX,Houston,4835000-48201433001,4835000,48201433001,35.8,29.71567134,-95.54855493,64
TX,Wichita Falls,4879000-48485012100,4879000,48485012100,32.2,33.86457522,-98.54201745,67
TX,Irving,4837000-48113014310,4837000,48113014310,32.4,32.85880036,-96.9817423,42
TX,Mesquite,4847892-48113017305,4847892,48113017305,31.4,32.72867234,-96.53783051,2
TX,San Antonio,4865000-48029130300,4865000,48029130300,44.1,29.40732031,-98.46719102,52
TX,San Angelo,4864472-48451000900,4864472,48451000900,36,31.45256245,-100.4313288,60
TX,Houston,4835000-48201211600,4835000,48201211600,38.5,29.78097823,-95.31154531,65
TX,Waco,4876000-48309002302,4876000,48309002302,37.6,31.52214444,-97.179584,66
TX,Corpus Christi,4817000-48355002303,4817000,48355002303,38.9,27.72039861,-97.408725,53
TX,Houston,4835000-48201431700,4835000,48201431700,23,29.75822506,-95.46760974,52
TX,San Antonio,4865000-48029150300,4865000,48029150300,39.4,29.3884112,-98.50164632,66
TX,Dallas,4819000-48113012400,4819000,48113012400,28.5,32.82822873,-96.68480878,31
TX,Brownsville,4810768-48061012200,4810768,48061012200,38.3,26.11117044,-97.55393533,0
TX,Houston,4835000-48201432902,4835000,48201432902,33.7,29.70975942,-95.53117996,35
TX,Dallas,4819000-48113007903,4819000,48113007903,21.5,32.85005323,-96.75638877,44
TX,San Antonio,4865000-48029181826,4865000,48029181826,26.3,29.55283227,-98.63867684,4
TX,Abilene,4801000-48441011900,4801000,48441011900,40.9,32.43714136,-99.73480147,61
TX,Fort Worth,4827000-48439100502,4827000,48439100502,40.8,32.7930948,-97.3862607,47
TX,Dallas,4819000-48113006700,4819000,48113006700,38,32.74424407,-96.88673089,58
TX,Austin,4805000-48453002002,4805000,48453002002,24.1,30.22295261,-97.78487183,61
TX,Austin,4805000-48453001784,4805000,48453001784,15.9,30.32751658,-97.90435202,0
TX,Plano,4858016-48085031657,4858016,48085031657,22.2,33.08349252,-96.81068577,33
TX,San Antonio,4865000-48029171502,4865000,48029171502,39,29.42712589,-98.58004787,56
TX,San Antonio,4865000-48029130900,4865000,48029130900,40,29.43716968,-98.40755682,27
TX,Houston,4835000-48201421101,4835000,48201421101,33.8,29.72230895,-95.47001346,53
TX,Tyler,4874144-48423001602,4874144,48423001602,30.5,32.3288306,-95.35456581,5
TX,Dallas,4819000-48113009608,4819000,48113009608,27.4,32.91597035,-96.84626616,34
TX,Houston,4835000-48201240502,4835000,48201240502,39.7,29.94844777,-95.39202649,41
TX,Houston,4835000-48201410800,4835000,48201410800,25.2,29.73852456,-95.40500775,95
TX,Midland,4848072-48329000402,4848072,48329000402,32.1,31.99676999,-102.126337,52
TX,Houston,4835000-48201232702,4835000,48201232702,39.5,29.78511283,-95.21297737,33
TX,Laredo,4841464-48479000700,4841464,48479000700,43.3,27.51667538,-99.50641058,77
TX,Houston,4835000-48201450400,4835000,48201450400,25.9,29.77888046,-95.61325585,37
TX,Houston,4835000-48201451602,4835000,48201451602,23.9,29.74565874,-95.634476,17
TX,Houston,4835000-48201511001,4835000,48201511001,24.6,29.79905857,-95.44211278,52
TX,Mission,4848768-48215020402,4848768,48215020402,29.2,26.1772317,-98.31140775,2
TX,Denton,4819972-48121021406,4819972,48121021406,24.7,33.1510196,-97.11948971,3
TX,Richardson,4861796-48085031805,4861796,48085031805,24.3,32.99143521,-96.70497535,14
TX,Austin,4805000-48453001828,4805000,48453001828,21.8,30.4215883,-97.72372446,25
TX,El Paso,4824000-48141000206,4824000,48141000206,35.8,31.87430052,-106.4153584,53
TX,Dallas,4819000-48113007811,4819000,48113007811,40.1,32.89899013,-96.72321232,51
TX,Fort Worth,4827000-48439105511,4827000,48439105511,34.4,32.63497165,-97.37956475,52
TX,Dallas,4819000-48113011200,4819000,48113011200,40.4,32.66425614,-96.81477396,16
TX,Austin,4805000-48453000603,4805000,48453000603,20,30.29199241,-97.74626953,88
TX,El Paso,4824000-48141010216,4824000,48141010216,38,31.88503169,-106.5879706,39
TX,Austin,4805000-48453002427,4805000,48453002427,34.2,30.18121805,-97.76139215,18
TX,Houston,4835000-48201422900,4835000,48201422900,38.6,29.68242942,-95.530155,63
TX,San Antonio,4865000-48029181819,4865000,48029181819,26.1,29.56611637,-98.60986883,42
TX,Austin,4805000-48453000307,4805000,48453000307,24.2,30.2970325,-97.71256622,80
TX,Beaumont,4807000-48245011201,4807000,48245011201,32.7,30.01463988,-94.05161676,1
TX,Dallas,4819000-48113019212,4819000,48113019212,44.1,32.9343943,-96.75982808,52
TX,Laredo,4841464-48479001808,4841464,48479001808,40.7,27.44859158,-99.46512162,37
TX,Dallas,4819000-48113013105,4819000,48113013105,32.1,32.89258359,-96.77358997,44
TX,Amarillo,4803000-48375015200,4803000,48375015200,32,35.25360484,-101.8339555,38
TX,Lewisville,4842508-48121021732,4842508,48121021732,26.2,33.01351292,-96.99877334,60
TX,Dallas,4819000-48113004700,4819000,48113004700,39.7,32.74629864,-96.83022998,94
TX,Fort Worth,4827000-48439113929,4827000,48439113929,26.9,32.94650317,-97.26893693,26
TX,Lewisville,4842508-48121021505,4842508,48121021505,27.8,33.07395455,-97.03050198,61
TX,Pharr,4857200-48215021701,4857200,48215021701,36.7,26.22743165,-98.18908289,24
TX,Houston,4835000-48201522301,4835000,48201522301,34.9,29.7902462,-95.52689807,66
TX,Midland,4848072-48329000100,4848072,48329000100,38.8,32.03433313,-102.0714506,22
TX,Sugar Land,4870808-48157674400,4870808,48157674400,18.7,29.56225173,-95.63128896,3
TX,Lubbock,4845000-48303010504,4845000,48303010504,26.1,33.51246425,-101.8963157,39
TX,San Antonio,4865000-48029181721,4865000,48029181721,29,29.54157878,-98.6728036,21
TX,Laredo,4841464-48479001402,4841464,48479001402,42.8,27.53566177,-99.51824127,27
TX,Fort Worth,4827000-48439106509,4827000,48439106509,33.1,32.7892548,-97.15919276,0
TX,Carrollton,4813024-48121021630,4813024,48121021630,27.5,33.02115616,-96.90866922,18
TX,Austin,4805000-48453001722,4805000,48453001722,19.3,30.39891822,-97.75316339,70
TX,San Antonio,4865000-48029120901,4865000,48029120901,31.2,29.52170773,-98.4384138,37
TX,Plano,4858016-48085031660,4858016,48085031660,20.9,33.09037607,-96.79615297,62
TX,McAllen,4845384-48215020904,4845384,48215020904,32.3,26.23257583,-98.21394132,56
TX,Houston,4835000-48201210500,4835000,48201210500,39.8,29.79525765,-95.36038282,77
TX,Austin,4805000-48453002111,4805000,48453002111,34.3,30.25726764,-97.68581645,41
TX,Austin,4805000-48453001714,4805000,48453001714,19.5,30.42321009,-97.82801501,0
TX,Fort Worth,4827000-48439103601,4827000,48439103601,51.3,32.72610576,-97.24747643,28
TX,Sugar Land,4870808-48157674100,4870808,48157674100,23.5,29.57912344,-95.59959871,32
TX,Houston,4835000-48201221700,4835000,48201221700,41.1,29.87701322,-95.37460729,16
TX,Brownsville,4810768-48061012506,4810768,48061012506,30.8,26.0438799,-97.54966886,7
TX,Arlington,4804000-48439111550,4804000,48439111550,31.8,32.61889702,-97.11976003,19
TX,Houston,4835000-48201522100,4835000,48201522100,33.8,29.81651196,-95.5352108,34
TX,Houston,4835000-48201331601,4835000,48201331601,43.4,29.62828292,-95.34813432,9
TX,San Antonio,4865000-48029170101,4865000,48029170101,42.8,29.43991554,-98.51906809,64
TX,El Paso,4824000-48141010325,4824000,48141010325,38.3,31.79873972,-106.2763508,15
TX,Dallas,4819000-48113012207,4819000,48113012207,39.3,32.78576063,-96.68550979,47
TX,Dallas,4819000-48113013400,4819000,48113013400,21.6,32.90211617,-96.81138464,38
TX,El Paso,4824000-48141003901,4824000,48141003901,38,31.70243647,-106.3357607,44
TX,McAllen,4845384-48215020501,4845384,48215020501,38.2,26.20132442,-98.2624873,52
TX,El Paso,4824000-48141010215,4824000,48141010215,29.8,31.88588589,-106.5693802,23
TX,Houston,4835000-48201432200,4835000,48201432200,30.2,29.73296212,-95.53010333,67
TX,San Angelo,4864472-48451000801,4864472,48451000801,32.3,31.41914095,-100.4216888,6
TX,Austin,4805000-48453001856,4805000,48453001856,26.6,30.35333558,-97.60794318,3
TX,Allen,4801924-48085031411,4801924,48085031411,25.1,33.08146497,-96.62963744,15
TX,El Paso,4824000-48141000108,4824000,48141000108,36,31.91962066,-106.4013578,14
TX,Arlington,4804000-48439111526,4804000,48439111526,33.9,32.70307717,-97.13448212,49
TX,San Antonio,4865000-48029191900,4865000,48029191900,40.9,29.42808612,-98.4704183,70
TX,Irving,4837000-48113014602,4837000,48113014602,36.9,32.82633574,-96.93908593,30
TX,San Antonio,4865000-48029191304,4865000,48029191304,35.3,29.52884477,-98.49016362,52
TX,Amarillo,4803000-48381020200,4803000,48381020200,29.4,35.17965241,-101.8931724,49
TX,Lewisville,4842508-48121021735,4842508,48121021735,24.4,33.00774573,-96.98305726,69
TX,Richardson,4861796-48113019203,4861796,48113019203,24.9,32.95686213,-96.74383088,46
TX,Lubbock,4845000-48303002002,4845000,48303002002,36.9,33.5559924,-101.8747635,56
TX,El Paso,4824000-48141000403,4824000,48141000403,35.1,31.86054957,-106.4453316,34
TX,El Paso,4824000-48141004202,4824000,48141004202,36.6,31.75930111,-106.3648579,64
TX,Houston,4835000-48201330500,4835000,48201330500,41.1,29.62370708,-95.43061386,29
TX,Mesquite,4847892-48113017808,4847892,48113017808,28.2,32.82878162,-96.60739612,24
TX,Austin,4805000-48453001824,4805000,48453001824,23.3,30.38510309,-97.67919381,32
TX,Pearland,4856348-48039660701,4856348,48039660701,27.9,29.55082555,-95.34969365,39
TX,San Antonio,4865000-48029150600,4865000,48029150600,38.9,29.37528879,-98.5104995,51
TX,San Antonio,4865000-48029180202,4865000,48029180202,34.4,29.47425778,-98.54212306,52
TX,Houston,4835000-48201412900,4835000,48201412900,23,29.68467459,-95.44936698,36
TX,Dallas,4819000-48085031704,4819000,48085031704,26.1,32.99247676,-96.83652129,63
TX,Laredo,4841464-48479001809,4841464,48479001809,39.9,27.43317728,-99.46463523,5
TX,Lubbock,4845000-48303010407,4845000,48303010407,25.1,33.51398826,-101.9677725,21
TX,San Antonio,4865000-48029191813,4865000,48029191813,25,29.64514567,-98.49943939,30
TX,Lubbock,4845000-48303010508,4845000,48303010508,34.1,33.49259222,-101.8749396,14
TX,Austin,4805000-48453002316,4805000,48453002316,33.6,30.23543219,-97.72804261,78
TX,Bryan,4810912-48041000500,4810912,48041000500,43.2,30.682026,-96.38593961,41
TX,Pasadena,4856000-48201323000,4856000,48201323000,41.3,29.69489907,-95.19199442,54
TX,Dallas,4819000-48113000702,4819000,48113000702,22.6,32.8227095,-96.78863236,96
TX,Bryan,4810912-48041001100,4810912,48041001100,28,30.64400416,-96.34077774,37
TX,Richardson,4861796-48113019041,4861796,48113019041,24.6,32.9289818,-96.72692217,38
TX,Houston,4835000-48201232600,4835000,48201232600,33,29.78318017,-95.24943244,4
TX,El Paso,4824000-48141003403,4824000,48141003403,31.9,31.78312812,-106.3862028,57
TX,Houston,4835000-48201421600,4835000,48201421600,40.6,29.70162404,-95.48445284,78
TX,Houston,4835000-48201341302,4835000,48201341302,24.5,29.55365789,-95.10721331,44
TX,Frisco,4827684-48121021515,4827684,48121021515,25.6,33.1384071,-96.90335735,5
TX,College Station,4815976-48041001804,4815976,48041001804,21.2,30.5778546,-96.2928639,16
TX,Tyler,4874144-48423000201,4874144,48423000201,44.2,32.37713918,-95.31589792,13
TX,Austin,4805000-48453001747,4805000,48453001747,27,30.18077052,-97.82458968,40
TX,Beaumont,4807000-48245001301,4807000,48245001301,35.4,30.06924696,-94.14673501,30
TX,Houston,4835000-48201451200,4835000,48201451200,24.6,29.75580906,-95.59587022,30
TX,Fort Worth,4827000-48439104603,4827000,48439104603,43,32.6854513,-97.27021561,46
TX,Houston,4835000-48201541400,4835000,48201541400,29.1,29.86182085,-95.64715289,67
TX,Wichita Falls,4879000-48485011700,4879000,48485011700,27.6,33.86990546,-98.50034445,35
TX,San Antonio,4865000-48029160300,4865000,48029160300,36.1,29.39123002,-98.52639902,70
TX,Plano,4858016-48085031640,4858016,48085031640,24.2,33.11171639,-96.74150717,31
TX,Austin,4805000-48453000302,4805000,48453000302,20,30.3025596,-97.7265034,87
TX,Irving,4837000-48113014307,4837000,48113014307,26.1,32.85346342,-96.95873019,66
TX,Lubbock,4845000-48303001709,4845000,48303001709,32.7,33.55424779,-101.9290945,42
TX,San Antonio,4865000-48029180701,4865000,48029180701,26.1,29.4988122,-98.56595777,48
TX,Arlington,4804000-48439121702,4804000,48439121702,35.3,32.749753,-97.0813906,52
TX,Dallas,4819000-48113005500,4819000,48113005500,44.6,32.72518207,-96.79953961,38
