StateAbbr,CityName,UniqueID,CityFIPS,TractFIPS,Data_Value,Population2010,Lat,Lon
TX,Houston,4835000-48201451401,4835000,48201451401,25.5,3330,29.7503672036,-95.6123667479
NY,New York,3651000-36085017010,3651000,36085017010,26.3,8583,40.5510992370,-74.1960466860
NY,Syracuse,3673000-36067005601,3673000,36067005601,23.1,1473,43.0243622365,-76.1212204101
UT,Sandy,4967440-49035112613,4967440,49035112613,23.7,4164,40.5701092715,-111.8446805760
CA,Los Angeles,0644000-06037190902,644000,6037190902,30.2,3960,34.0943950467,-118.3190130300
IL,Chicago,1714000-17031252201,1714000,17031252201,44.4,2953,41.8766958643,-87.7521051133
TX,Garland,4829000-48113018138,4829000,48113018138,30.6,4076,32.8508972125,-96.5820805104
NY,New York,3651000-36005021301,3651000,36005021301,39.7,1201,40.8455082145,-73.9197793032
NJ,Camden,3410000-34007610400,3410000,34007610400,43.4,5573,39.9412706178,-75.1190591340
NY,New York,3651000-36005001900,3651000,36005001900,37.4,1917,40.8012425656,-73.9095876660
OH,Parma,3961000-39035177404,3961000,39035177404,29.2,2875,41.3897449179,-81.7394479009
AZ,Tucson,0477000-04019004053,477000,4019004053,22.2,326,32.2603950321,-110.8095857290
MI,Detroit,2622000-26163508000,2622000,26163508000,48.6,1343,42.4392204483,-83.1132638307
CA,Stockton,0675000-06077003305,675000,6077003305,26.2,3704,38.0019053412,-121.3072650930
PA,Reading,4263624-42011002900,4263624,42011002900,28.9,3094,40.3132828773,-75.9281309689
MI,Warren,2684000-26099262200,2684000,26099262200,31.8,4493,42.4984987391,-83.0565629553
IL,Chicago,1714000-17031670700,1714000,17031670700,45.4,1491,41.7830686194,-87.6667314612
UT,Provo,4962470-49049001402,4962470,49049001402,24.1,6590,40.2585253423,-111.6700220960
FL,Miami Beach,1245025-12086004304,1245025,12086004304,24.4,2327,25.7846576802,-80.1384431092
UT,Sandy,4967440-49035112700,4967440,49035112700,27.1,4821,40.5891248360,-111.8811890470
TN,Nashville,4752006-47037015100,4752006,47037015100,28.2,4026,36.1562850243,-86.6793913918
AR,Springdale,0566080-05143010403,566080,5143010403,36,5932,36.1569775413,-94.1537603213
MS,Jackson,2836000-28049010203,2836000,28049010203,45.4,2892,32.3777863053,-90.2193404986
TX,Mesquite,4847892-48113012500,4847892,48113012500,33.4,77,32.8319485267,-96.6579151600
NY,New York,3651000-36047041600,3651000,36047041600,23.5,2324,40.6024112304,-73.9634863894
CA,Corona,0616350-06065048200,616350,6065048200,24.7,4301,33.8889347910,-117.5407372790
NY,New York,3651000-36047006800,3651000,36047006800,24.5,4870,40.6351749121,-74.0262304314
NY,New York,3651000-36047005800,3651000,36047005800,22.2,3152,40.6190887413,-74.0321884634
MI,Detroit,2622000-26163522000,2622000,26163522000,49.9,2061,42.3435757117,-83.0875893354
LA,Lafayette,2240735-22055001904,2240735,22055001904,31,4064,30.1965012966,-92.0818885855
NY,New York,3651000-36061012000,3651000,36061012000,15.9,3971,40.7669264042,-73.9647672517
CO,Fort Collins,0827425-08069000201,827425,8069000201,19.1,2461,40.5821488591,-105.0896763780
SC,Charleston,4513330-45019005200,4513330,45019005200,20.6,3999,32.7980426023,-79.9625768144
MI,Detroit,2622000-26163535300,2622000,26163535300,46,4028,42.3727251547,-83.1899688378
CO,Pueblo,0862000-08101001100,862000,8101001100,37.2,2834,38.2731637880,-104.5762486280
VA,Alexandria,5101000-51510200201,5101000,51510200201,21.1,3571,38.8272323814,-77.0986800903
GA,Atlanta,1304000-13121010002,1304000,13121010002,18.7,6027,33.8651822071,-84.3582166817
NY,New York,3651000-36005022404,3651000,36005022404,30.8,4509,40.8527445358,-73.8663008888
MA,Boston,2507000-25025050600,2507000,25025050600,30.9,2063,42.3718877570,-71.0372695279
NV,Reno,3260600-32031002410,3260600,32031002410,20,3949,39.5211024316,-119.8911225930
TX,Dallas,4819000-48113004800,4819000,48113004800,38.5,3205,32.7436770264,-96.8175497693
NY,New York,3651000-36061027100,3651000,36061027100,25,8196,40.8519392402,-73.9342904841
TX,Fort Worth,4827000-48439105800,4827000,48439105800,37.5,4322,32.6653854380,-97.3427868083
NY,New York,3651000-36005026602,3651000,36005026602,28.1,5301,40.8459921061,-73.8306464784
TN,Memphis,4748000-47157007900,4748000,47157007900,44.8,5528,35.1013344538,-89.9594977525
CA,Los Angeles,0644000-06037211122,644000,6037211122,24.8,3075,34.0726793937,-118.2892234190
TX,Laredo,4841464-48479001722,4841464,48479001722,29,6378,27.5869991484,-99.4587128486
AK,Anchorage,0203000-02020000102,203000,2020000102,27.6,5259,61.3402115845,-149.3810923950
TX,Longview,4843888-48203020606,4843888,48203020606,29.5,1718,32.5136029058,-94.6902550502
TX,Amarillo,4803000-48375010300,4803000,48375010300,34.4,1251,35.1879352553,-101.8743670320
WA,Seattle,5363000-53033006300,5363000,53033006300,19.5,4962,47.6362045960,-122.2758853930
AK,Anchorage,0203000-02020002822,203000,2020002822,26.2,4020,61.0948192807,-149.7823059670
CO,Loveland,0846465-08069002007,846465,8069002007,21.6,3054,40.3897111471,-105.0835337650
TX,Houston,4835000-48201411700,4835000,48201411700,22.9,2774,29.7254849938,-95.4543553901
CA,San Francisco,0667000-06075010700,667000,6075010700,14.8,5592,37.7985139858,-122.4100466460
NY,New York,3651000-36005020601,3651000,36005020601,28.9,3050,40.8366232687,-73.8505250785
OH,Columbus,3918000-39049000810,3918000,39049000810,37.8,2540,40.0265433635,-82.9761993151
HI,Honolulu,15003006202,15003,15003006202,44.7,1701,21.3388523084,-157.8754651560
MD,Baltimore,2404000-24510140100,2404000,24510140100,24.4,4974,39.3077439774,-76.6256565781
TN,Memphis,4748000-47157000800,4748000,47157000800,47.8,2684,35.1781691415,-89.9729093219
IL,Chicago,1714000-17031838100,1714000,17031838100,30.2,1713,41.8786652126,-87.6716805484
NY,New York,3651000-36081048400,3651000,36081048400,25.4,4979,40.7158124999,-73.7599617376
TX,College Station,4815976-48041001302,4815976,48041001302,24,4028,30.6322258669,-96.3136454959
CA,Los Angeles,0644000-06037199110,644000,6037199110,29,2710,34.0793616083,-118.1974039080
IL,Chicago,1714000-17031080201,1714000,17031080201,22.1,3287,41.9094984454,-87.6310054321
GA,Albany,1301052-13095000502,1301052,13095000502,27.3,4151,31.5949955544,-84.2063318482
FL,West Palm Beach,1276600-12099001904,1276600,12099001904,26.8,2999,26.7547529987,-80.0995952631
NY,Syracuse,3673000-36067001800,3673000,36067001800,28.7,2682,43.0622759730,-76.1098792183
CA,Chula Vista,0613392-06073012900,613392,6073012900,25.2,3374,32.6274203123,-117.0676039020
MO,St. Joseph,2964550-29021001200,2964550,29021001200,37.6,2065,39.7714147025,-94.8521432975
TN,Nashville,4752006-47037018201,4752006,47037018201,22.6,2958,36.1153457153,-86.8913814952
AZ,Tucson,0477000-04019000500,477000,4019000500,19.8,9289,32.2300551996,-110.9526248820
CO,Centennial,0812815-08005006711,812815,8005006711,19.2,3865,39.6021286306,-104.9132675600
NY,New York,3651000-36005037400,3651000,36005037400,40.4,3441,40.8745379903,-73.8666710851
PA,Pittsburgh,4261000-42003040900,4261000,42003040900,28.5,2969,40.4332987845,-79.9580098917
NY,New York,3651000-36047065200,3651000,36047065200,18.3,1232,40.6147620056,-73.9300726952
TX,McKinney,4845744-48085030530,4845744,48085030530,25.3,6025,33.1860676887,-96.6897906072
TN,Memphis,4748000-47157021900,4748000,47157021900,42.4,5031,35.0093190480,-89.9618636285
CA,Long Beach,0643000-06037571800,643000,6037571800,20.4,3190,33.8338498947,-118.1972075560
AL,Montgomery,0151000-01101005410,151000,1101005410,32.5,4933,32.3475232552,-86.2085202709
AR,Springdale,0566080-05007021406,566080,5007021406,31.2,869,36.2283320076,-94.1252814301
AZ,Yuma,0485540-04027000800,485540,4027000800,32,5048,32.6914205692,-114.6323302880
WI,Kenosha,5539225-55059000602,5539225,55059000602,30.8,7358,42.6172483395,-87.8584621412
OK,Tulsa,4075000-40143003100,4075000,40143003100,27.6,2620,36.1401957118,-95.9947656766
NY,New York,3651000-36005015200,3651000,36005015200,29.5,2341,40.8262959374,-73.8249969424
NY,New York,3651000-36005037800,3651000,36005037800,39,3048,40.8797990756,-73.8666211259
TX,Austin,4805000-48453001818,4805000,48453001818,29.3,5341,30.3602092627,-97.7222085004
AK,Anchorage,0203000-02020001732,203000,2020001732,27.9,6179,61.1880643029,-149.7336483980
NY,New York,3651000-36081044000,3651000,36081044000,34,3669,40.7026744017,-73.7846246448
CA,Santa Ana,0669000-06059074701,669000,6059074701,28.8,8346,33.7309169673,-117.8955124500
TN,Chattanooga,4714000-47065010903,4714000,47065010903,26.8,6043,35.1248550085,-85.3079326267
TX,Houston,4835000-48201333600,4835000,48201333600,31.5,3156,29.6590418399,-95.3000490016
IL,Chicago,1714000-17031260800,1714000,17031260800,46.6,2539,41.8770848413,-87.7230963815
LA,New Orleans,2255000-22071001743,2255000,22071001743,42.9,2006,30.0301504210,-90.0040165899
IN,Indianapolis,1836003-18097353600,1836003,18097353600,46.2,2112,39.7916826474,-86.1876428236
TX,Houston,4835000-48201313800,4835000,48201313800,47.4,4774,29.6879925186,-95.3726199225
IL,Chicago,1714000-17031061200,1714000,17031061200,17.9,1889,41.9490599176,-87.6616426946
WI,Milwaukee,5553000-55079018500,5553000,55079018500,31.5,1633,42.9844190502,-87.9143974359
CA,Fremont,0626000-06001441927,626000,6001441927,13,4103,37.5465021171,-121.9765770050
TX,Houston,4835000-48201521900,4835000,48201521900,27.4,6537,29.8223880271,-95.5544157212
TX,San Antonio,4865000-48029121813,4865000,48029121813,30.9,1637,29.5993925622,-98.3733466126
PA,Philadelphia,4260000-42101000803,4260000,42101000803,19.3,3601,39.9493747801,-75.1742488768
NV,Las Vegas,3240000-32003002916,3240000,32003002916,26.7,2766,36.1515482949,-115.2525053630
CA,Los Angeles,0644000-06037267902,644000,6037267902,19.4,3375,34.0475521969,-118.4201981570
PA,Pittsburgh,4261000-42003561700,4261000,42003561700,38.6,718,40.4093197439,-79.9739800010
CA,Antioch,0602252-06013355109,602252,6013355109,29.8,6416,37.9762527602,-121.7940176490
NE,Lincoln,3128000-31109003500,3128000,31109003500,43.6,212,40.7823725523,-96.7326128449
IL,Cicero,1714351-17031813701,1714351,17031813701,33.8,3780,41.8548833312,-87.7541950774
TX,Bryan,4810912-48041000102,4810912,48041000102,26.5,2201,30.6700756630,-96.2921272077
NY,New York,3651000-36061018300,3651000,36061018300,17.4,8667,40.7967544408,-73.9768612415
NM,Albuquerque,3502000-35001000107,3502000,35001000107,20.9,2715,35.1224837853,-106.4885213970
CA,Roseville,0662938-06061022600,662938,6061022600,22.7,4840,38.7796448786,-121.2862819790
CA,Los Angeles,0644000-06037234200,644000,6037234200,31.1,2376,34.0164074473,-118.3311522830
TX,Houston,4835000-48201522402,4835000,48201522402,33.2,3920,29.7985223516,-95.5586018169
NY,New York,3651000-36047020100,3651000,36047020100,22.3,3421,40.6838477166,-73.9633875418
NY,New York,3651000-36081157102,3651000,36081157102,17.6,1996,40.7350619008,-73.7250490373
AR,Little Rock,0541000-05119004207,541000,5119004207,23.7,5031,34.7328528649,-92.4254054320
IL,Chicago,1714000-17031243400,1714000,17031243400,24.7,3001,41.8925577146,-87.6598478569
SC,Mount Pleasant,4548535-45019004608,4548535,45019004608,23.2,19727,32.8966401863,-79.7924431187
IL,Chicago,1714000-17031380200,1714000,17031380200,38.5,1680,41.8205740144,-87.6149860634
NY,New York,3651000-36047065600,3651000,36047065600,19.3,1708,40.6130109402,-73.9349822585
AZ,Phoenix,0455000-04013111203,455000,4013111203,29.9,1410,33.4534133524,-111.9746085990
WI,Milwaukee,5553000-55079000303,5553000,55079000303,33.3,1873,43.1296839882,-88.0458342291
TX,Abilene,4801000-48441013100,4801000,48441013100,38,6373,32.4555700974,-99.8094542963
KS,Wichita,2079000-20173008700,2079000,20173008700,34.2,4136,37.7033167921,-97.3783408901
IL,Chicago,1714000-17031070400,1714000,17031070400,19.9,2984,41.9289672575,-87.6561562668
NY,New York,3651000-36085027704,3651000,36085027704,25.9,4108,40.5854221245,-74.1515102964
NY,New York,3651000-36047059100,3651000,36047059100,18.9,3920,40.7235530076,-73.9429265404
GA,Athens,1303440-13059001800,1303440,13059001800,24.8,2474,33.9593932873,-83.4043386331
NY,New York,3651000-36081073900,3651000,36081073900,18.5,5028,40.7236917717,-73.8442823645
UT,Ogden,4955980-49057200900,4955980,49057200900,37.4,4319,41.2279426911,-111.9636935110
MN,Minneapolis,2743000-27053105700,2743000,27053105700,28.7,2725,44.9645934770,-93.2737634795
NV,North Las Vegas,3251800-32003003612,3251800,32003003612,32.4,6777,36.2246494327,-115.1981764210
VA,Richmond,5167000-51760070802,5167000,51760070802,38.1,2703,37.4693615382,-77.4771487487
AZ,Peoria,0454050-04013617500,454050,4013617500,23.4,1125,33.6448742917,-112.2568999750
NY,New York,3651000-36005021900,3651000,36005021900,37,1367,40.8396469723,-73.9196114517
NY,New York,3651000-36047028300,3651000,36047028300,34.6,4097,40.6952562886,-73.9404379155
TX,Dallas,4819000-48113017900,4819000,48113017900,33.7,116,32.8234547615,-96.6592309862
NY,New York,3651000-36081099200,3651000,36081099200,34.2,3803,40.5926424157,-73.7670153238
IL,Chicago,1714000-17031320400,1714000,17031320400,15.3,2518,41.8777213811,-87.6173667589
NM,Las Cruces,3539380-35013001102,3539380,35013001102,24.5,783,32.2839702388,-106.7868799020
TX,Frisco,4827684-48085030403,4827684,48085030403,27.6,5389,33.1624331102,-96.8120550176
PA,Pittsburgh,4261000-42003241200,4261000,42003241200,33.2,884,40.4685554262,-79.9892133272
FL,Jacksonville,1235000-12031015801,1235000,12031015801,28.8,6495,30.3004495666,-81.5826896025
NY,Rochester,3663000-36055009500,3663000,36055009500,37,2963,43.1495456523,-77.6172239770
TN,Murfreesboro,4751560-47149041401,4751560,47149041401,27.7,4453,35.8786241431,-86.3691362658
TX,Lewisville,4842508-48121021731,4842508,48121021731,25.9,3428,33.0122879773,-97.0126792268
FL,Jacksonville,1235000-12031011400,1235000,12031011400,41.4,2196,30.3798600893,-81.7147275919
IL,Rockford,1765000-17201003200,1765000,17201003200,49.6,3647,42.2846276273,-89.1148307476
NC,Cary,3710740-37183053519,3710740,37183053519,30,4201,35.7642505803,-78.7904779480
CA,Fullerton,0628000-06059011503,628000,6059011503,18,1727,33.8793825678,-117.8934115710
GA,Macon,1349000-13021012600,1349000,13021012600,46.8,4171,32.8054517504,-83.6706534178
TX,San Antonio,4865000-48029181824,4865000,48029181824,27.2,5060,29.5653482294,-98.6411643724
IL,Joliet,1738570-17197880412,1738570,17197880412,30.9,2253,41.5592628658,-88.1559307620
AL,Mobile,0150000-01097003902,150000,1097003902,52.4,667,30.7200721789,-88.1054110063
NY,New York,3651000-36081059200,3651000,36081059200,35.3,1280,40.7009872013,-73.7290074962
NV,Las Vegas,3240000-32003001501,3240000,32003001501,37.3,725,36.1550773058,-115.1082018750
GA,Atlanta,1304000-13121008904,1304000,13121008904,22.2,4883,33.8202179741,-84.4349343937
AL,Hoover,0135896-01073014404,135896,1073014404,23.7,1140,33.4312136699,-86.8228782375
GA,Columbus,1319000-13215000800,1319000,13215000800,31.1,2431,32.4983768258,-84.9706380063
NC,Charlotte,3712000-37119000300,3712000,37119000300,29.5,407,35.2134021273,-80.8408456425
AZ,Gilbert,0427400-04013422621,427400,4013422621,25.3,4228,33.3717514455,-111.7138067020
IL,Chicago,1714000-17031071600,1714000,17031071600,20.8,1783,41.9164725368,-87.6411828025
OR,Gresham,4131250-41051010001,4131250,41051010001,28.7,5629,45.5033341519,-122.4318924850
GA,Augusta,1304204-13245010506,1304204,13245010506,39.2,4708,33.4225108649,-82.0413499058
MD,Baltimore,2404000-24510260800,2404000,24510260800,33.1,2647,39.2901606309,-76.5659568714
FL,Tampa,1271000-12057011902,1271000,12057011902,30.4,413,28.0193022756,-82.4853624145
TX,Dallas,4819000-48113019019,4819000,48113019019,34.9,6608,32.9141282773,-96.7102049549
IL,Chicago,1714000-17031841400,1714000,17031841400,45.5,1559,41.8533098696,-87.7144106080
NV,Las Vegas,3240000-32003002204,3240000,32003002204,38,4400,36.1375004566,-115.1950166810
NY,New York,3651000-36081140902,3651000,36081140902,15.6,2603,40.7448570957,-73.7821667144
VA,Norfolk,5157000-51710001600,5157000,51710001600,35,1678,36.9160515106,-76.2925924353
OH,Columbus,3918000-39049008825,3918000,39049008825,35.1,5908,39.8862043104,-82.9772707362
MI,Lansing,2646000-26065000700,2646000,26065000700,39,2501,42.7446060904,-84.5560211320
NV,Reno,3260600-32031002611,3260600,32031002611,24.8,4414,39.6466501347,-119.8610123190
CA,Chino,0613210-06071001704,613210,6071001704,28,299,34.0311671054,-117.6618765030
VA,Hampton,5135000-51650010800,5135000,51650010800,34.3,5317,37.0428021837,-76.3311792334
FL,Miami,1245000-12086002501,1245000,12086002501,37.6,5388,25.8058985358,-80.2179572745
FL,Tampa,1271000-12057002000,1271000,12057002000,43.8,2729,27.9887691119,-82.4388567245
TN,Memphis,4748000-47157007810,4748000,47157007810,42.8,2802,35.0920939474,-90.0048579438
IL,Chicago,1714000-17031281900,1714000,17031281900,17,4844,41.8792479503,-87.6426236342
TX,Austin,4805000-48453002425,4805000,48453002425,23.9,2798,30.1576175310,-97.7842795909
OR,Eugene,4123850-41039003000,4123850,41039003000,24.4,4263,44.0702535726,-123.0871525800
TX,Waco,4876000-48309001200,4876000,48309001200,43.9,3342,31.5615873753,-97.1474656722
CA,Irvine,0636770-06059075515,636770,6059075515,16.5,3114,33.6908641043,-117.8439545380
TX,Austin,4805000-48453002211,4805000,48453002211,30.7,1065,30.2775754938,-97.6282935126
IL,Chicago,1714000-17031834300,1714000,17031834300,37.7,6570,41.7458447465,-87.5917742123
CA,Fresno,0627000-06019003808,627000,6019003808,25.8,3895,36.7673542770,-119.8724206550
NY,New York,3651000-36047035602,3651000,36047035602,20.6,5271,40.5778698623,-73.9701982281
NY,New York,3651000-36081061400,3651000,36081061400,33.2,1234,40.6861132725,-73.7295033649
NY,New York,3651000-36081055200,3651000,36081055200,25.8,3064,40.7278217446,-73.7495823766
NY,New York,3651000-36047094600,3651000,36047094600,30.8,1830,40.6446169206,-73.9232797565
MI,Detroit,2622000-26163537200,2622000,26163537200,49.3,888,42.3881477142,-83.1758563059
FL,Tallahassee,1270600-12073002508,1270600,12073002508,24,426,30.5129480420,-84.1642585976
NV,Las Vegas,3240000-32003000103,3240000,32003000103,35.8,5645,36.1627906145,-115.2329507280
TX,San Antonio,4865000-48029160901,4865000,48029160901,38.4,3164,29.3676062443,-98.5460900593
MI,Westland,2686000-26163565900,2686000,26163565900,32,2580,42.3038390624,-83.3688343847
NY,New York,3651000-36081114700,3651000,36081114700,20.4,1673,40.7682675470,-73.8019551159
OH,Toledo,3977000-39095008400,3977000,39095008400,32.2,758,41.6671665767,-83.6832573727
TX,Plano,4858016-48085031635,4858016,48085031635,26.9,4007,33.0628959229,-96.7048309351
CA,Chico,0613014-06007000901,613014,6007000901,21.7,1745,39.7235271863,-121.7814090590
IA,Des Moines,1921000-19153000102,1921000,19153000102,31.9,3921,41.6223832094,-93.5358812748
CO,Greeley,0832155-08123001410,832155,8123001410,21.6,3005,40.4143846394,-104.7455234330
CA,El Cajon,0621712-06073016401,621712,6073016401,24,3770,32.8124713464,-116.9264747480
TX,Arlington,4804000-48439111505,4804000,48439111505,29,3978,32.7284267882,-97.1575033658
OH,Dayton,3921000-39113165200,3921000,39113165200,48.8,1669,39.7671842175,-84.1981734091
MI,Flint,2629000-26049003100,2629000,26049003100,43.4,2305,43.0148952095,-83.6446184562
OH,Cleveland,3916000-39035101101,3916000,39035101101,47.6,1783,41.4817300513,-81.7480506509
IL,Chicago,1714000-17031360200,1714000,17031360200,46.4,1443,41.8268757470,-87.6099051530
AZ,Mesa,0446000-04013421400,446000,4013421400,32,2415,33.4151047752,-111.8314299600
OH,Akron,3901000-39153507101,3901000,39153507101,31.3,5195,41.1253246667,-81.5768443398
AZ,Glendale,0427820-04013071511,427820,4013071511,25.2,3336,33.6308084733,-112.2090953770
NY,New York,3651000-36081080302,3651000,36081080302,17.8,3504,40.7403229632,-73.8260550992
KS,Wichita,2079000-20173009509,2079000,20173009509,29.7,3437,37.6748594334,-97.5128556067
CA,Whittier,0685292-06037501804,685292,6037501804,31.3,2131,33.9698820344,-118.0349208420
FL,Tampa,1271000-12057003600,1271000,12057003600,44,3699,27.9742269651,-82.4072215717
NY,New York,3651000-36081014300,3651000,36081014300,23.9,4065,40.7663006395,-73.9115111435
TX,Carrollton,4813024-48121021615,4813024,48121021615,30.6,4703,32.9954275504,-96.8795875647
TX,Abilene,4801000-48441013200,4801000,48441013200,34.6,223,32.4867623451,-99.7839766575
AZ,Gilbert,0427400-04013422636,427400,4013422636,22.6,452,33.3824300210,-111.7235695390
TX,El Paso,4824000-48141001111,4824000,48141001111,29.7,4811,31.8278624046,-106.5014848790
FL,Hollywood,1232000-12011080500,1232000,12011080500,38.5,3086,26.0405626315,-80.1600102937
OH,Cincinnati,3915000-39061001100,3915000,39061001100,42.8,900,39.1098158418,-84.5060626783
MI,Detroit,2622000-26163521400,2622000,26163521400,34.3,1192,42.3305836794,-83.0730163578
FL,Miami,1245000-12086001301,1245000,12086001301,34.5,4544,25.8499353743,-80.1729773597
MI,Lansing,2646000-26065003301,2646000,26065003301,37,3074,42.7654999569,-84.5872297871
NY,New York,3651000-36085002002,3651000,36085002002,25.6,3258,40.6015416625,-74.0702466966
CA,Fremont,0626000-06001441602,626000,6001441602,19.8,6802,37.5569601919,-122.0212344010
NY,New York,3651000-36047050804,3651000,36047050804,30.4,6250,40.6528349594,-73.9635730012
NY,New York,3651000-36005021100,3651000,36005021100,39.6,5565,40.8404508091,-73.9234996274
MN,Duluth,2717000-27137001600,2717000,27137001600,35.3,1512,46.7936314155,-92.0992873985
CA,Indio,0636448-06065045606,636448,6065045606,26.6,379,33.6782209662,-116.2338310530
NY,New York,3651000-36047059800,3651000,36047059800,21,3427,40.5878961775,-73.9362265157
IL,Decatur,1718823-17115002200,1718823,17115002200,34.5,2047,39.8922579516,-88.8730263312
NY,New York,3651000-36081079200,3651000,36081079200,33.6,2280,40.6689435515,-73.7969176343
NY,New York,3651000-36047048500,3651000,36047048500,18.8,2510,40.7078401160,-73.9363492177
IL,Chicago,1714000-17031251700,1714000,17031251700,45.1,1495,41.8913843952,-87.7444792752
OH,Cincinnati,3915000-39061007400,3915000,39061007400,36.3,1598,39.1623431656,-84.5348285925
TX,Lewisville,4842508-48121021740,4842508,48121021740,27.8,4764,33.0223646417,-97.0013818921
TX,Lewisville,4842508-48121021738,4842508,48121021738,22.7,2305,32.9972127267,-96.9686037435
TX,Bryan,4810912-48041002002,4810912,48041002002,25.1,4038,30.6583980095,-96.3116280537
VA,Norfolk,5157000-51710002600,5157000,51710002600,25.3,3835,36.8859259597,-76.2972864510
IL,Chicago,1714000-17031071800,1714000,17031071800,21.7,2646,41.9145855200,-87.6459659889
GA,Johns Creek,1342425-13121011426,1342425,13121011426,23.2,1154,34.0365607891,-84.2419507191
NM,Albuquerque,3502000-35001000207,3502000,35001000207,24.3,3383,35.1093677139,-106.5775679360
LA,Kenner,2239475-22051028100,2239475,22051028100,50.8,2106,29.9754112594,-90.2567738145
MN,Duluth,2717000-27137000600,2717000,27137000600,25.6,5043,46.8301029916,-92.0335779810
GA,Atlanta,1304000-13121009000,1304000,13121009000,19,4417,33.8132495778,-84.4114230271
TX,Houston,4835000-48201433400,4835000,48201433400,35.3,4406,29.6860825927,-95.5412491644
KS,Topeka,2071000-20177002701,2071000,20177002701,33.4,4515,39.0214605870,-95.7337823856
MI,Sterling Heights,2676460-26099232200,2676460,26099232200,29.3,4723,42.5441906394,-83.0165824640
MD,Baltimore,2404000-24510210200,2404000,24510210200,32.8,3373,39.2764288631,-76.6406859148
MI,Lansing,2646000-26065003700,2646000,26065003700,39.5,5262,42.6937899587,-84.5724547530
OK,Norman,4052500-40027201201,4052500,40027201201,26.1,2121,35.1991998515,-97.4356696580
TX,Houston,4835000-48201543200,4835000,48201543200,28.7,5924,29.8084822926,-95.6073570995
NY,Yonkers,3684000-36119001401,3684000,36119001401,25,4003,40.9250305201,-73.8731037088
HI,Honolulu,15003001700,15003,15003001700,22.9,2437,21.2655150514,-157.8175115760
NJ,Newark,3451000-34013001600,3451000,34013001600,38.5,1756,40.7508250209,-74.1928447631
TX,Houston,4835000-48201221100,4835000,48201221100,37.7,3598,29.8598715171,-95.3562326709
NY,New York,3651000-36047006700,3651000,36047006700,16.6,3301,40.6841758619,-73.9972232048
MN,St. Paul,2758000-27123031100,2758000,27123031100,29.3,3750,44.9781245295,-93.0564980749
NY,New York,3651000-36047058400,3651000,36047058400,19,3620,40.5940748362,-73.9586719247
NY,New York,3651000-36047044500,3651000,36047044500,26,4446,40.7049927110,-73.9197067151
TX,McKinney,4845744-48085030702,4845744,48085030702,31.1,4867,33.2036180284,-96.6248927937
CA,Oakland,0653000-06001405401,653000,6001405401,23.8,3957,37.7965384240,-122.2494562140
WI,Milwaukee,5553000-55079002500,5553000,55079002500,48.4,2195,43.1079573349,-87.9621804547
NY,New York,3651000-36061003900,3651000,36061003900,17.4,5860,40.7217012069,-74.0145956009
OH,Canton,3912000-39151712202,3912000,39151712202,28.4,2030,40.8523614138,-81.3552209996
NE,Omaha,3137000-31055007458,3137000,31055007458,27.8,2981,41.2089106455,-96.0525509110
OH,Cleveland,3916000-39035122200,3916000,39035122200,46.5,1832,41.4355398318,-81.5724890211
FL,Orlando,1253000-12095015402,1253000,12095015402,18.5,165,28.5877212750,-81.3749000416
NY,New York,3651000-36047053700,3651000,36047053700,27.3,3575,40.7002981885,-73.9599545064
NE,Omaha,3137000-31055004400,3137000,31055004400,25.5,1296,41.2537815340,-95.9824040216
TX,Houston,4835000-48201531900,4835000,48201531900,44.2,4708,29.8531325232,-95.4532321111
CA,Pomona,0658072-06037402301,658072,6037402301,28.7,5454,34.0680437291,-117.7700769060
OH,Cleveland,3916000-39035119100,3916000,39035119100,28.9,127,41.5021684751,-81.6091133657
TX,Laredo,4841464-48479000109,4841464,48479000109,40.7,2353,27.4703937329,-99.4769882924
CA,Fresno,0627000-06019001411,627000,6019001411,27,4006,36.7431895362,-119.6908956290
TX,El Paso,4824000-48141001109,4824000,48141001109,27,4722,31.8481307868,-106.5256674180
NY,New York,3651000-36047029300,3651000,36047029300,33.4,3106,40.6874967696,-73.9329581493
MO,Columbia,2915670-29019001805,2915670,29019001805,25.9,4852,38.9282721423,-92.4100526770
NY,New York,3651000-36081075701,3651000,36081075701,18.2,4678,40.7182219050,-73.8347946704
WA,Tacoma,5370000-53053062801,5370000,53053062801,32.9,6130,47.2242452813,-122.4971727110
NY,Yonkers,3684000-36119000101,3684000,36119000101,36,4948,40.9263635136,-73.8982255481
FL,Davie,1216475-12011070211,1216475,12011070211,21.6,5863,26.0788022913,-80.2580450391
TX,San Antonio,4865000-48029121108,4865000,48029121108,27.5,7109,29.5664165652,-98.4701059785
CO,Denver,0820000-08031003203,820000,8031003203,14.3,3001,39.7222972336,-104.9659994270
FL,Miami,1245000-12086001502,1245000,12086001502,47.4,71,25.8353249001,-80.2252428567
AZ,Peoria,0454050-04013071914,454050,4013071914,33.6,3125,33.5742186334,-112.2159325170
CA,Carson,0611530-06037543306,611530,6037543306,21.8,7214,33.8344943860,-118.2430906250
UT,St. George,4965330-49053271200,4965330,49053271200,26.4,3356,37.1117962167,-113.5511176690
OR,Hillsboro,4134100-41067032404,4134100,41067032404,26.8,7198,45.5172142302,-122.9440046410
VA,Richmond,5167000-51760021000,5167000,51760021000,38.7,1567,37.5204035996,-77.3947374292
